Date,USD Exchange,Rain fall,Labour cost,Big Onion Price,Fertilizer,Red Onion Price
06-Oct-20,186.81,0,1500,128,1550,178
07-Oct-20,186.75,0.5,1500,118,1550,200
08-Oct-20,186.49,0,1500,160,1600,235
09-Oct-20,186.34,0,1500,210,1600,215
10-Oct-20,186.34,0,1500,178,1600,215
11-Oct-20,186.35,0,1500,136,1600,190
12-Oct-20,186.35,0,1500,136,1600,280
13-Oct-20,186.35,0,1500,158,1600,205
14-Oct-20,186.46,0,1500,143,1600,200
15-Oct-20,186.88,0,1500,103,1600,200
16-Oct-20,186.7,0,1500,108,1600,215
17-Oct-20,186.7,1.2,1500,93,1600,215
18-Oct-20,186.42,0,1500,136,1600,215
19-Oct-20,186.42,0.3,1500,136,1600,225
20-Oct-20,186.48,11.8,1500,128,1600,228
21-Oct-20,186.66,9.4,1500,115,1600,210
22-Oct-20,186.44,0,1500,110,1600,220
23-Oct-20,186.49,0,1500,123,1600,215
24-Oct-20,186.49,0,1500,133,1600,215
25-Oct-20,186.4,0,1500,136,1600,225
26-Oct-20,186.4,0,1500,136,1600,208
27-Oct-20,186.46,0.1,1500,138,1600,260
28-Oct-20,186.46,0,1500,158,1600,240
29-Oct-20,186.45,0,1500,143,1600,215
30-Oct-20,186.45,0,1500,138,1600,215
31-Oct-20,186.45,0,1500,136,1600,274
01-Nov-20,186.44,0,1500,136,1600,215
02-Nov-20,186.44,0.2,1500,149,1600,235
03-Nov-20,186.61,0,1500,148,1600,230
04-Nov-20,186.55,11.1,1500,128,1600,270
05-Nov-20,186.57,4,1500,163,1600,268
06-Nov-20,186.63,6.7,1500,145,1600,274
07-Nov-20,186.63,19.7,1500,143,1600,274
08-Nov-20,186.64,9,1500,149,1600,260
09-Nov-20,186.64,0,1500,149,1600,245
10-Nov-20,186.66,5.7,1500,108,1600,235
11-Nov-20,186.65,16.9,1500,135,1600,240
12-Nov-20,186.7,15.7,1500,125,1600,240
13-Nov-20,186.7,15.3,1500,125,1600,274
14-Nov-20,186.7,28.5,1500,173,1600,274
15-Nov-20,186.8,19.7,1500,149,1600,280
16-Nov-20,186.8,13.5,1500,149,1600,310
17-Nov-20,187.31,3.9,1500,178,1600,330
18-Nov-20,187.32,0.4,1500,153,1600,310
19-Nov-20,186.83,0.7,1500,153,1600,283
20-Nov-20,187.11,0.4,1500,145,1600,275
21-Nov-20,187.11,2.6,1500,158,1600,274
22-Nov-20,187.53,1.4,1500,149,1600,280
23-Nov-20,187.53,37,1500,149,1600,285
24-Nov-20,187.39,25.7,1500,178,1600,320
25-Nov-20,187.76,57.2,1500,170,1600,305
26-Nov-20,187.78,28.6,1500,150,1600,315
27-Nov-20,187.24,0,1500,163,1600,274
28-Nov-20,187.24,0,1500,140,1600,274
29-Nov-20,187.55,1,1500,149,1600,305
30-Nov-20,187.55,14.8,1500,149,1600,274
01-Dec-20,187.88,19.1,1500,138,1600,305
02-Dec-20,187.99,245.1,1500,149,1600,335
03-Dec-20,188.66,9,1500,150,1600,288
04-Dec-20,188.3,153.2,1500,158,1600,368
05-Dec-20,188.3,8.1,1500,153,1600,392
06-Dec-20,188.19,193.9,1500,168,1600,392
07-Dec-20,188.19,0.1,1500,157,1600,345
08-Dec-20,188.52,3.1,1500,157,1600,378
09-Dec-20,188.54,0.1,1500,165,1600,398
10-Dec-20,188.06,0,1500,178,1600,398
11-Dec-20,188.14,0,1500,158,1600,395
12-Dec-20,188.14,2.3,1500,208,1600,392
13-Dec-20,188.97,0,1500,258,1600,392
14-Dec-20,188.97,0,1500,157,1600,365
15-Dec-20,189.52,78.8,1500,157,1600,368
16-Dec-20,189.83,12.1,1500,173,1600,458
17-Dec-20,190.53,14.3,1500,193,1600,385
18-Dec-20,190.13,66.4,1500,165,1600,428
19-Dec-20,190.13,12.1,1500,178,1600,392
20-Dec-20,190.37,0.5,1500,188,1600,392
21-Dec-20,190.37,1.4,1500,157,1600,370
22-Dec-20,191.2,0,1500,157,1600,360
23-Dec-20,193.05,0,1500,195,1600,458
24-Dec-20,194.66,0,1500,130,1600,395
25-Dec-20,194.66,4.8,1500,113,1600,392
26-Dec-20,194.66,0.2,1500,108,1600,392
27-Dec-20,192.1,9.5,1500,157,1600,392
28-Dec-20,192.1,26.5,1500,157,1600,510
30-Dec-20,190.02,0.8,1500,157,1600,392
31-Dec-20,189.18,3.3,1500,98,1600,495
01-Jan-21,189.8,0,1600,98,1600,485
02-Jan-21,189.8,22.5,1600,89,1600,427
03-Jan-21,189.88,13.7,1600,89,1600,427
04-Jan-21,189.88,1.6,1600,83,1600,450
05-Jan-21,191.9,0,1600,98,1600,470
06-Jan-21,191.96,43.6,1600,63,1600,380
07-Jan-21,191.77,0.1,1600,108,1600,300
08-Jan-21,190.98,0,1600,73,1600,410
09-Jan-21,190.98,3.9,1600,89,1600,427
10-Jan-21,192.47,28.5,1600,89,1600,427
11-Jan-21,192.47,146.8,1600,98,1600,325
12-Jan-21,193.65,36.1,1600,98,1600,427
13-Jan-21,194.07,15,1600,105,1600,348
14-Jan-21,194.07,0,1600,89,1600,427
15-Jan-21,196.05,1.5,1600,100,1600,400
16-Jan-21,196.05,1.9,1600,89,1600,427
17-Jan-21,196.0262,0,1600,89,1600,427
18-Jan-21,196.0262,0,1600,58,1600,448
19-Jan-21,196.05,0,1600,88,1600,460
20-Jan-21,198.2647,1.2,1600,90,1600,478
21-Jan-21,197.68,0,1600,73,1600,470
22-Jan-21,199.1875,0,1600,73,1600,400
23-Jan-21,199.1875,0,1600,89,1600,427
24-Jan-21,199.65,0,1600,89,1600,427
25-Jan-21,199.65,0,1600,118,1600,465
26-Jan-21,198.8,0,1600,93,1600,440
27-Jan-21,198.2435,0,1600,93,1600,465
28-Jan-21,198.2435,0,1600,89,1600,427
29-Jan-21,194.4435,1.1,1600,83,1600,500
30-Jan-21,194.4435,0,1600,89,1600,427
31-Jan-21,193.17,0,1600,89,1600,427
01-Feb-21,193.17,14.5,1600,88,1600,508
02-Feb-21,195.5,0,1600,108,1600,277
03-Feb-21,197.62,0,1600,103,1600,277
04-Feb-21,196.03,0,1600,108,1600,277
05-Feb-21,196.03,0,1600,113,1600,277
06-Feb-21,196.5069,0,1600,108,1600,277
07-Feb-21,196.5069,0,1600,108,1600,277
08-Feb-21,196.5069,0,1600,78,1600,368
09-Feb-21,196.81,0,1600,103,1600,277
10-Feb-21,197.45,0,1600,103,1600,288
11-Feb-21,198.668,0,1600,103,1600,277
12-Feb-21,196.3655,0,1600,118,1600,277
13-Feb-21,196.3655,0,1600,108,1600,277
14-Feb-21,197.03,0,1600,108,1600,277
15-Feb-21,197.03,0,1600,143,1600,277
16-Feb-21,197.9775,0,1600,103,1600,277
17-Feb-21,198.9485,0,1600,103,1600,238
18-Feb-21,198.3847,0,1600,80,1600,218
19-Feb-21,198.58,0,1600,108,1600,218
20-Feb-21,198.58,0.8,1600,108,1600,277
21-Feb-21,197.53,0,1600,108,1600,277
22-Feb-21,197.53,0,1600,118,1600,208
23-Feb-21,195.93,0,1600,113,1600,277
24-Feb-21,196.4,0,1600,128,1600,238
25-Feb-21,196.62,0,1600,135,1600,208
26-Feb-21,196.62,0,1600,108,1600,277
27-Feb-21,196.62,0,1600,108,1600,277
28-Feb-21,197.05,0,1600,108,1600,277
01-Mar-21,197.05,0,1600,173,1600,174
02-Mar-21,197.32,0,1600,158,1600,175
03-Mar-21,198.32,0,1600,108,1600,165
04-Mar-21,198.27,0,1600,120,1600,145
05-Mar-21,198.34,0,1600,98,1700,130
06-Mar-21,198.34,0,1600,91,1700,174
07-Mar-21,198.576,0,1600,91,1700,174
08-Mar-21,198.576,0.1,1600,98,1700,175
09-Mar-21,198.682,0,1600,85,1700,174
10-Mar-21,198.662,0,1600,93,1700,178
11-Mar-21,198.874,0,1600,91,1700,174
12-Mar-21,198.874,0,1600,68,1700,145
13-Mar-21,198.874,0,1600,91,1700,174
14-Mar-21,198.964,0,1600,91,1700,174
15-Mar-21,198.964,0,1600,88,1700,180
16-Mar-21,200.06,0,1600,85,1700,218
17-Mar-21,201.75,0,1600,68,1700,180
18-Mar-21,201.5005,0,1600,63,1700,215
19-Mar-21,200.19,0,1600,88,1700,174
20-Mar-21,200.19,1.5,1600,91,1700,174
21-Mar-21,200.0401,0,1600,91,1700,174
22-Mar-21,200.0401,0,1600,70,1700,188
23-Mar-21,200.8635,0,1600,73,1700,135
24-Mar-21,201.1935,0,1600,84,1700,155
25-Mar-21,201.01,0,1600,68,1700,175
26-Mar-21,201.6,0,1700,65,1700,160
27-Mar-21,201.6,0,1700,91,1700,174
28-Mar-21,201.77,0,1700,91,1700,174
29-Mar-21,201.77,0,1700,78,1700,208
30-Mar-21,201.93,0,1700,88,1700,180
31-Mar-21,202.04,0,1700,74,1700,208
01-Apr-21,202.1,0,1700,78,1700,238
02-Apr-21,202.1,0,1700,83,1700,238
03-Apr-21,201.95,0,1700,83,1700,238
04-Apr-21,201.95,0,1700,83,1700,238
05-Apr-21,201.95,0,1700,88,1700,255
06-Apr-21,202.7,0,1700,83,1700,238
07-Apr-21,202.88,0,1700,82,1700,238
08-Apr-21,203.5,0,1700,70,1700,258
09-Apr-21,203.59,0.2,1700,93,1700,230
10-Apr-21,203.59,0,1700,83,1700,238
11-Apr-21,203.73,35,1700,83,1700,238
12-Apr-21,203.73,41.9,1700,88,1700,350
13-Apr-21,203.73,4.9,1700,83,1700,238
14-Apr-21,204.628,14.2,1700,83,1700,238
15-Apr-21,204.628,3.7,1700,80,1700,238
16-Apr-21,201.28,0,1700,113,1700,258
17-Apr-21,201.28,0,1700,83,1700,238
18-Apr-21,191.97,0,1700,83,1700,238
19-Apr-21,191.97,0,1700,83,1700,250
20-Apr-21,195.2145,0,1700,78,1700,210
21-Apr-21,200.9,0,1700,88,1700,208
22-Apr-21,199.3925,0,1700,68,1700,185
23-Apr-21,198.4895,0,1700,68,1700,170
24-Apr-21,198.4895,0,1700,83,1700,238
25-Apr-21,199.4185,0,1700,83,1700,238
26-Apr-21,199.4185,7.1,1700,83,1700,238
27-Apr-21,199.4185,1.9,1700,83,1700,238
28-Apr-21,199.52,0,1700,83,1700,238
29-Apr-21,199.87,0,1700,83,1700,238
30-Apr-21,199.87,1.5,1700,83,1700,238
01-May-21,199.87,0.1,1700,83,1700,238
02-May-21,199.89,0.1,1700,86,1700,235
03-May-21,199.89,35.7,1700,86,1700,235
04-May-21,199.93,1.7,1700,86,1700,235
05-May-21,199.941,0.1,1700,86,1700,235
06-May-21,201.8788,13.1,1700,86,1700,235
07-May-21,201.8988,5.8,1700,83,1700,255
08-May-21,201.8988,0,1700,88,1700,200
09-May-21,201.948,5.3,1700,86,1700,235
10-May-21,201.948,0.8,1700,86,1700,235
11-May-21,201.948,0,1700,58,1700,258
12-May-21,201.948,0,1700,73,1700,258
13-May-21,202.282,0,1700,88,1700,235
14-May-21,202.282,0,1700,88,1700,198
15-May-21,202.8977,0.5,1700,86,1700,235
16-May-21,202.8977,0,1700,86,1700,235
17-May-21,202.8977,0.2,1700,86,1700,235
18-May-21,202.8494,0,1700,83,1700,163
19-May-21,202.8796,0,1700,83,1700,275
20-May-21,202.8796,16.5,1700,93,1700,270
21-May-21,202.8796,15.5,1700,103,1700,288
22-May-21,202.8796,0,1700,103,1700,188
23-May-21,202.8896,0,1700,86,1700,235
24-May-21,202.8896,0,1700,86,1700,235
25-May-21,202.8896,0,1700,86,1700,235
26-May-21,202.8896,0,1700,86,1700,235
27-May-21,202.8896,0,1700,86,1700,235
28-May-21,202.8896,0,1700,86,1700,235
29-May-21,202.8896,0,1700,86,1700,235
30-May-21,202.8896,0,1700,86,1700,235
31-May-21,202.8896,0,1700,86,1700,235
01-Jun-21,202.8877,0,1700,86,1700,235
02-Jun-21,202.8896,0,1700,102,1700,343
03-Jun-21,202.8896,0,1700,102,1700,343
04-Jun-21,202.8896,32.2,1700,102,1700,343
05-Jun-21,202.8896,0.6,1700,102,1700,343
06-Jun-21,202.8896,0,1700,102,1700,343
07-Jun-21,202.8896,0,1700,102,1700,343
08-Jun-21,202.8877,0,1700,102,1700,343
09-Jun-21,202.8896,0,1700,102,1700,343
10-Jun-21,202.8896,0,1700,102,1850,343
11-Jun-21,202.8896,0,1700,102,1850,343
12-Jun-21,202.8896,17.6,1700,102,1850,343
13-Jun-21,202.8896,0,1700,102,1850,343
14-Jun-21,202.8896,0,1700,102,1850,343
15-Jun-21,202.8896,0,1700,102,1850,343
16-Jun-21,202.8896,0,1700,102,1850,343
17-Jun-21,202.8896,0,1700,102,1850,343
18-Jun-21,202.8896,0,1700,102,1850,343
19-Jun-21,202.8896,0,1700,102,1850,343
20-Jun-21,202.8896,0,1700,102,1850,343
21-Jun-21,202.8896,0,1700,102,1850,343
22-Jun-21,202.8896,0,1700,102,1850,343
23-Jun-21,202.8977,0,1700,98,1850,268
24-Jun-21,202.8977,0,1700,75,1850,268
25-Jun-21,202.8977,0,1700,102,1850,343
26-Jun-21,202.8977,0,1700,120,1850,258
27-Jun-21,202.8977,0,1700,102,1850,343
28-Jun-21,202.8977,0,1700,102,1850,343
29-Jun-21,202.8977,0,1700,102,1850,343
30-Jun-21,202.8977,0,1700,138,1850,308
01-Jul-21,202.8977,0,1700,80,1850,268
02-Jul-21,202.8977,0,1700,102,1850,300
03-Jul-21,202.8977,0,1700,85,1850,265
04-Jul-21,202.8977,1.3,1700,83,1850,245
05-Jul-21,202.8977,0,1700,93,1850,245
06-Jul-21,202.8977,0,1700,93,1850,278
07-Jul-21,202.8977,0,1700,93,1850,268
08-Jul-21,202.8977,0.3,1700,93,1850,268
09-Jul-21,202.8977,0.2,1700,98,1850,280
10-Jul-21,202.8977,0.2,1700,85,1850,288
11-Jul-21,202.8977,0,1700,98,1850,245
12-Jul-21,202.8977,0,1700,93,1850,245
13-Jul-21,202.8977,0,1700,93,1850,268
14-Jul-21,202.8977,12.7,1700,83,1850,245
15-Jul-21,202.8977,0,1700,85,1850,238
16-Jul-21,202.8977,0,1700,93,1850,235
17-Jul-21,202.8977,18.4,1700,88,1850,258
18-Jul-21,202.8977,23.9,1700,88,1850,245
19-Jul-21,202.8977,0,1700,93,1850,245
20-Jul-21,202.8977,0,1700,93,1850,258
21-Jul-21,202.8977,0,1700,78,1850,258
22-Jul-21,202.8977,0,1700,98,1850,245
23-Jul-21,202.8977,0,1700,93,1850,218
24-Jul-21,202.8977,0,1700,98,1850,245
25-Jul-21,202.8977,0,1700,93,1850,245
26-Jul-21,202.8977,0,1700,93,1850,245
27-Jul-21,202.8977,0,1700,93,1850,185
28-Jul-21,202.8977,0,1700,90,1850,188
29-Jul-21,202.8977,0,1700,103,1850,178
30-Jul-21,202.8977,0,1700,103,1850,185
31-Jul-21,202.8977,0,1700,103,1850,238
01-Aug-21,202.8977,0,1700,108,1850,245
02-Aug-21,202.8977,0,1700,93,1850,168
03-Aug-21,202.8977,0,1700,104,1850,158
04-Aug-21,202.8977,0.1,1700,108,1850,158
05-Aug-21,202.8977,0,1700,108,1850,158
06-Aug-21,202.8977,0,1700,103,1850,168
07-Aug-21,202.8977,0,1700,103,1850,175
08-Aug-21,202.8977,0,1700,93,1850,168
09-Aug-21,202.8977,0,1700,104,1850,168
10-Aug-21,202.8977,0,1700,104,1850,193
11-Aug-21,202.8977,2,1700,103,1850,168
12-Aug-21,202.8977,0,1700,88,1850,148
13-Aug-21,202.8977,1.4,1700,98,1850,160
14-Aug-21,202.8977,0,1700,104,1850,188
15-Aug-21,202.8977,0,1700,103,1850,168
16-Aug-21,202.8977,0,1700,104,1850,168
17-Aug-21,202.8977,0,1700,104,1850,180
18-Aug-21,202.8977,0,1700,108,1850,188
19-Aug-21,202.8977,0,1700,108,1850,178
20-Aug-21,202.8977,0,1700,108,1850,168
21-Aug-21,202.8977,0,1850,113,1850,138
22-Aug-21,202.8977,4.8,1850,118,1850,168
23-Aug-21,202.8977,0,1850,104,1850,168
24-Aug-21,202.8977,0,1850,104,1850,168
25-Aug-21,202.8977,0,1850,104,1850,168
26-Aug-21,202.8977,0,1850,104,1850,168
27-Aug-21,202.8977,0,1850,104,1850,168
28-Aug-21,202.8977,0,1850,104,1850,168
29-Aug-21,202.8977,0,1850,104,1850,168
30-Aug-21,202.8977,0,1850,104,1850,168
31-Aug-21,204.8977,0,1850,104,1850,168
01-Sep-21,203.8701,0,1850,104,1850,168
02-Sep-21,202.9992,11.1,1850,104,1850,188
03-Sep-21,202.9992,0,1850,104,1850,188
04-Sep-21,202.9992,0,1850,104,1850,188
05-Sep-21,202.9992,0,1850,104,1850,188
06-Sep-21,203,0,1850,104,1850,188
07-Sep-21,202.9992,0,1850,104,1850,188
08-Sep-21,202.9992,0,1850,104,1850,188
09-Sep-21,202.9992,0,1850,104,1850,188
10-Sep-21,202.9992,0,1850,104,1850,188
11-Sep-21,202.9992,0,1850,104,1850,188
12-Sep-21,202.9992,0,1850,104,1850,188
13-Sep-21,202.9992,0,1850,104,1850,188
14-Sep-21,202.9992,0,1850,104,1850,188
15-Sep-21,202.9992,0,1850,104,1850,188
16-Sep-21,202.9992,0,1850,104,1850,188
17-Sep-21,202.9992,0,1850,104,1850,188
18-Sep-21,202.9992,22.7,1850,104,1850,188
19-Sep-21,202.9992,1.3,1850,104,1850,188
20-Sep-21,202.9992,0,1850,104,1850,188
21-Sep-21,202.9992,0,1850,104,1850,188
22-Sep-21,202.9992,0,1850,104,1850,188
23-Sep-21,202.9992,0,1850,104,1850,188
24-Sep-21,202.9992,4.3,1850,104,1850,188
25-Sep-21,202.9992,0,1850,104,1850,188
26-Sep-21,202.9992,7.1,1850,104,1850,188
27-Sep-21,202.9992,0,1850,104,1850,188
28-Sep-21,202.9992,0,1850,104,1850,188
29-Sep-21,202.9992,0,1850,104,1850,188
30-Sep-21,202.9992,8.2,1850,104,1850,188
01-Oct-21,202.9992,2.2,1850,104,1850,188
02-Oct-21,202.9992,1,1850,104,1850,188
03-Oct-21,202.9992,23.4,1850,104,1850,198
04-Oct-21,202.9992,41.3,1850,148,1850,198
05-Oct-21,202.9992,36.5,1850,148,1850,198
06-Oct-21,202.9992,0,1850,148,1850,208
07-Oct-21,202.9992,0,1850,118,1850,200
08-Oct-21,202.9992,19.3,1850,138,1850,188
09-Oct-21,202.9992,1.5,1850,138,1850,200
10-Oct-21,202.9992,69.2,1850,143,1850,200
11-Oct-21,202.9992,28.8,1850,158,1850,198
12-Oct-21,202.9992,0,1850,148,1850,198
13-Oct-21,202.9992,0,1850,148,1850,220
14-Oct-21,202.9992,0,1850,130,1850,178
15-Oct-21,202.9992,0,1850,88,1850,208
16-Oct-21,202.9992,0,1850,153,1850,200
17-Oct-21,202.9992,0,1850,158,1850,210
18-Oct-21,202.9992,0,1850,123,1850,198
19-Oct-21,202.9992,0,1850,148,1850,198
20-Oct-21,202.9992,0.1,1850,148,1850,220
21-Oct-21,202.9992,4.6,1850,168,1850,198
22-Oct-21,202.9992,0,1850,148,1850,198
23-Oct-21,202.9992,0,1850,148,1850,200
24-Oct-21,202.9992,6,1850,168,1850,198
25-Oct-21,202.9992,0.4,1850,148,1850,198
26-Oct-21,202.9992,7.2,1850,148,1850,198
27-Oct-21,202.9992,27.6,1850,148,1850,198
28-Oct-21,202.9992,26.3,1850,148,1850,188
29-Oct-21,202.9992,16.8,1850,175,1850,150
30-Oct-21,202.9992,69.4,1850,193,1850,185
31-Oct-21,202.9992,9.1,1850,165,1850,208
01-Nov-21,202.9992,6.9,1850,158,1850,198
02-Nov-21,202.9992,3.8,1850,148,1850,198
03-Nov-21,202.9992,22.9,1850,148,1850,218
04-Nov-21,202.9992,0,1850,160,1850,198
05-Nov-21,202.9992,6.9,1850,148,1850,188
06-Nov-21,202.9992,33.5,1850,160,1850,198
07-Nov-21,202.9992,10.3,1850,156,1850,218
08-Nov-21,202.9992,243,1850,158,1850,198
09-Nov-21,202.9992,72.3,1850,156,1850,198
10-Nov-21,202.9992,0,1850,156,1850,188
11-Nov-21,202.9992,45.1,1850,178,1850,178
12-Nov-21,202.9992,0.3,1850,153,1850,190
13-Nov-21,202.9992,0,1850,148,1850,218
14-Nov-21,202.9992,0.1,1850,145,1850,225
15-Nov-21,202.9992,2.3,1850,165,1850,198
16-Nov-21,202.9992,18.2,1850,156,1850,198
17-Nov-21,202.9992,104.2,1850,156,1850,208
18-Nov-21,202.9992,1.7,1850,138,1850,170
19-Nov-21,202.9992,0,1850,138,1850,215
20-Nov-21,202.9992,0,1850,160,1850,198
21-Nov-21,202.9992,0,1850,156,1850,235
22-Nov-21,202.9992,0.4,1850,173,1850,198
23-Nov-21,202.9992,13.9,1850,156,1850,198
24-Nov-21,202.9992,39.6,1850,156,1850,198
25-Nov-21,202.9992,39.7,1850,168,1850,160
26-Nov-21,202.9992,16.4,1850,168,1850,178
27-Nov-21,202.9992,29.8,1850,135,1850,205
28-Nov-21,202.9992,11.8,1850,158,1850,198
29-Nov-21,202.9992,20.9,1850,138,1850,198
30-Nov-21,202.9992,8.4,1850,156,1850,198
01-Dec-21,202.9992,14.1,1850,156,1850,190
02-Dec-21,202.9992,0,1850,168,1850,178
03-Dec-21,202.9992,0,1850,158,1850,198
04-Dec-21,202.9992,9.9,1850,168,1850,238
05-Dec-21,202.9992,9.5,1850,173,1850,264
06-Dec-21,202.9992,13.6,1850,145,1850,264
07-Dec-21,202.9992,0,1850,191,1850,264
08-Dec-21,202.9992,0.8,1850,191,1850,264
09-Dec-21,202.9992,0,1850,158,1850,218
10-Dec-21,202.9992,0,1850,168,1850,195
11-Dec-21,202.9992,0,1850,143,1850,264
12-Dec-21,202.9992,18,1850,148,1850,198
13-Dec-21,202.9992,0.2,1850,173,1850,228
14-Dec-21,202.9992,0.7,1850,191,1850,218
15-Dec-21,202.9992,9,1850,191,1850,264
16-Dec-21,202.9992,30,1850,188,1850,264
17-Dec-21,202.9992,9.3,1850,158,1850,238
18-Dec-21,202.9992,0,1850,193,1850,264
19-Dec-21,202.9992,0,1850,235,1850,264
20-Dec-21,202.9992,0,1850,265,1850,264
21-Dec-21,202.9992,0,1850,191,1850,264
22-Dec-21,202.9992,0,1850,191,1850,264
23-Dec-21,202.9992,0,1850,175,1850,264
24-Dec-21,202.9992,0,1850,215,1850,268
25-Dec-21,202.9992,0,1850,235,1850,264
26-Dec-21,202.9992,0,1850,250,1850,264
27-Dec-21,202.9992,0,1850,238,1850,264
28-Dec-21,202.9992,0.8,1850,191,1850,264
29-Dec-21,202.9992,10.9,1850,191,1850,264
30-Dec-21,202.9992,42.9,1850,208,1850,348
31-Dec-21,202.9992,19.9,1850,183,1850,358
